,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10
HMDB00034,3.5307508323436974,3.218761851697317,1.786557129069792,3.4907261368499523,2.1486674572021114,1.6629140288819606,1.3865973364590602,1.6975303135118716,1.6118231814587713,2.1704162223754877
HMDB00035,2.1605739810498648,2.0030460201534144,2.43693816974635,3.1906462747863413,2.949554135441324,0.5151020315500965,-0.5539211349019548,2.9343199112392737,0.6331213015845789,1.7752345981073165
HMDB00036,0.8298869739406405,0.1980195624199803,2.541462728204788,2.759155160302647,1.4234895992732806,-0.5910422921449099,1.4537555517475171,2.3918040054025465,0.5210884312258712,2.1833599197791558
HMDB00037,1.9846901508270045,2.5792914996010885,2.1195803684141534,1.0269310591184446,3.1965715016644913,1.84147042697303,1.9726954604900682,1.066732040926804,1.5567177488084898,1.1151972859730992
HMDB00038,1.827053940076577,3.7117084801423434,0.6280988570686437,0.38643860212325887,3.4711703274936085,1.790676322848134,1.3309272613400833,3.0399046873960764,1.394384460263136,3.826009713546936
HMDB00039,2.6779258713392693,1.5120885918542974,4.1573082132655035,1.3942850769966615,2.742095372009307,2.299292580406492,3.301741289398798,3.561511196726853,2.0320041490657665,1.2465821296538167
HMDB00040,2.4599721429391166,1.3222846302478939,4.013387247526623,2.1365353310827375,1.6346784486878914,2.1846803058649082,0.6528737104703035,1.0283859614893485,3.2004139079444256,1.3431057210286044
HMDB00041,0.9530890173180604,2.536652752527286,3.185704154662997,2.718953310665067,2.9960476858058165,1.2432049114305392,0.5781893332581562,3.5013336519554867,1.6773201611578643,1.7491669835449526
HMDB00042,3.3281941418490577,2.55623000940066,2.4558877720816077,4.165002344901084,1.356481769619857,2.927840128081237,2.0570131248970847,2.268592278863257,3.5284684264125317,2.507835756289624
HMDB00043,2.538296079049633,3.072507337309802,1.6350472704571146,1.1607903326609936,0.9551908059789664,0.03364341062399823,4.056207129940322,0.8967916342783169,1.778746376414228,1.7231867001110794
HMDB00044,2.3074066978091006,2.8157372125392968,2.8604734883597454,1.4169225614310617,1.8328782862135884,2.2825799504882998,1.7513088738164528,3.6073455760199926,2.4909749516382513,2.7348777860498172
HMDB00045,2.662881268667413,3.173473857485325,2.1810215587037067,0.7031680520441534,2.3996879517526417,1.348643106208171,1.4713833182502432,2.586364018755093,3.238283071433636,2.0212715767360616
HMDB00046,2.3088330125989636,3.702214944635238,2.2407531794885682,4.601683114180394,2.5655096456315443,0.2392372408441823,2.7533416211045325,2.3811583848827778,3.2897527540827456,2.6731813512699585
HMDB00047,1.8615440160162262,0.7757017637106343,1.7909767427139747,1.1494795457906999,1.4194765501952773,2.5885784044206095,3.6699045043514062,2.3946715298229813,0.8041169379648156,2.4446026682201407
HMDB00048,3.196631486645651,1.390217095680618,1.8659828333270823,2.0146881947291972,1.21510168691776,2.6482804338438592,1.8790518513922185,2.419532443907028,1.1125078221979,1.5625416996765895
HMDB00049,2.7223813578277714,1.627166847908233,3.726963851233405,1.6003638143853975,2.224684725751886,2.9325908318730898,0.5816342670669683,0.23919118801922412,0.47434368542990524,3.262584103427182
HMDB00050,1.4481418541075533,4.558199285668252,1.4357524013426115,2.184551303197037,3.5421099525678756,4.006092888159123,4.061503576636397,3.2083662305931426,3.0240625258114626,2.592526949201183
